Date,Team,Agent,Calls_Handled,SLA_Percentage,AHT_Seconds,CSAT,Escalated_Cases,Resolution_Rate
2025-09-10,Team A,Emma,100,92.55,288,3.61,3,93.21
2025-01-22,Team C,David,92,96.21,260,3.71,2,97.79
2025-11-21,Team A,Nicole,59,90.61,452,4.61,3,100
2025-04-07,Team B,Jason,83,95.22,321,4.09,1,98.91
2025-04-15,Team C,Sarah,97,95.29,279,4.64,0,93.15
2025-07-01,Team A,Michael,113,91.18,376,4.41,1,95.58
2025-11-19,Team C,Grace,107,93.74,238,4.49,1,94.87
2025-11-28,Team B,Aaron,86,89.65,305,4.01,0,94.76
2025-01-22,Team C,Nicole,66,94.84,359,4.77,3,96.27
2025-07-26,Team B,Alex,71,93.96,344,4.26,1,95.59
2025-03-02,Team B,Lisa,88,92.03,307,4.4,0,98.52
2025-07-06,Team C,Jason,75,90.33,277,3.96,2,94.21
2025-05-05,Team A,David,92,94.43,370,4.92,0,94.1
2025-02-27,Team B,Aaron,66,87.62,300,4.36,1,95.2
2025-03-28,Team B,Amy,89,90.99,378,4.05,2,96.98
2025-01-03,Team B,Grace,113,95.05,329,4.6,3,96.92
2025-06-19,Team C,Sophia,83,97.83,361,4.73,1,95.07
2025-05-10,Team C,Sarah,46,94.54,300,4.01,0,98.23
2025-01-25,Team A,Amy,88,91.19,250,4.24,1,95.47
2025-11-14,Team D,Kevin,73,92.05,413,4.89,2,95.15
2025-10-01,Team B,Amy,81,95.42,239,4.46,0,95.68
2025-05-12,Team B,Nicole,110,98.28,312,4.3,1,99.91
2025-06-23,Team D,Michael,83,91.27,180,4.61,3,95.49
2025-12-29,Team A,Alex,60,96.15,291,4.42,2,95.68
2025-07-19,Team A,Jason,75,96.98,249,4.58,1,94.53
2025-07-18,Team A,Ryan,72,92.23,201,4.61,4,99.07
2025-08-24,Team B,Amy,100,95.88,343,4.05,6,96.34
2025-08-26,Team B,Ryan,100,91.35,237,4.85,3,96.19
2025-03-10,Team C,Chris,82,89.38,307,4.49,1,99.68
2025-01-17,Team B,Lisa,94,87.37,340,4.66,5,95.27
2025-09-14,Team D,Jason,74,89.55,337,4.84,5,93.01
2025-11-03,Team C,Sophia,132,89.63,332,3.78,2,95.75
2025-01-14,Team D,Grace,72,94.33,234,4.57,3,95.61
2025-09-03,Team A,Sophia,97,91.67,290,4.45,2,94.86
2025-02-08,Team D,John,72,90.72,313,4.19,2,94.78
2025-10-09,Team A,Daniel,78,96.96,224,4.03,3,95.55
2025-03-25,Team C,Aaron,72,98.05,412,4.03,0,93.76
2025-06-21,Team A,Rachel,87,96.18,228,4.44,3,94.7
2025-07-27,Team A,Sophia,72,95.62,318,4.68,1,100
2025-03-31,Team D,Sophia,88,94.2,376,4.43,1,98.13
2025-07-23,Team D,Lisa,80,95.32,351,4.44,2,93.54
2025-06-27,Team C,Rachel,115,92.14,239,4.17,1,93.53
2025-04-18,Team B,David,76,92.96,326,4.29,3,92.79
2025-09-12,Team D,Lisa,79,93.15,317,4.25,2,97.72
2025-07-01,Team D,Alex,86,89.7,391,4.37,4,96.44
2025-05-23,Team B,Chris,82,91.13,270,4.07,5,98.11
2025-05-26,Team C,Alex,82,99.18,348,4.59,1,92.87
2025-07-26,Team D,Rachel,71,88.73,280,4.5,4,98.21
2025-05-12,Team A,Kevin,75,88.39,346,4.41,2,98.88
2025-08-04,Team A,Amy,111,93.89,354,4.37,2,97.58
2025-08-30,Team C,Michael,91,94.88,338,4.24,0,95.1
2025-05-31,Team D,Amy,57,93.34,377,4.37,1,95.21
2025-11-04,Team C,Ryan,74,92.41,286,3.81,0,95
2025-01-10,Team B,Aaron,69,93.18,325,4.51,1,95.3
2025-10-23,Team B,Daniel,65,92.52,366,3.89,3,100
2025-01-21,Team D,Amy,85,94.68,232,4.29,2,94.03
2025-12-19,Team A,Ryan,70,93.33,288,4.55,1,90.29
2025-04-19,Team B,Amy,82,94.29,362,4.44,0,96.09
2025-01-17,Team C,Chris,93,98.79,337,4.16,4,97.37
2025-07-16,Team B,Sophia,77,92.11,293,4.32,1,96.62
2025-10-06,Team A,John,90,90.45,224,4.37,3,99.02
2025-11-17,Team A,Michael,72,95.33,305,4.3,1,97.94
2025-03-23,Team D,Lisa,104,97.89,351,4.17,3,95.52
2025-09-12,Team C,Alex,97,100,364,4.55,2,94.91
2025-10-31,Team D,Emma,73,94.24,289,4.43,4,99.19
2025-10-24,Team C,Aaron,73,93.61,297,4.46,2,95.72
2025-01-03,Team B,Rachel,103,88.44,315,4.56,0,95.3
2025-03-29,Team A,Nicole,78,88.9,271,4.61,3,94.74
2025-06-17,Team D,Alex,95,93.13,232,4.55,3,96.77
2025-12-21,Team A,Kevin,75,91.43,311,4.72,1,98.28
2025-12-19,Team A,Lisa,122,98.44,229,4.94,1,96.29
2025-04-26,Team B,Alex,55,92.75,320,4,1,93.8
2025-05-25,Team A,Daniel,83,91.49,276,3.95,3,97.83
2025-03-13,Team A,Michael,76,99.29,293,4.41,1,92.52
2025-05-18,Team C,Rachel,76,92.16,310,4.29,2,100
2025-11-21,Team C,Jason,91,96.32,299,4.21,4,96.65
2025-12-15,Team B,Aaron,77,88.88,199,4.54,2,98.63
2025-01-21,Team C,Emma,92,96.22,276,4.5,4,98.16
2025-03-10,Team A,Mary,78,97.44,310,4.6,5,95.68
2025-12-12,Team B,Sophia,82,91.59,284,4.49,0,96.86
2025-01-13,Team D,Amy,74,90.59,316,4.7,1,97.06
2025-06-23,Team A,Daniel,73,86.94,260,4.77,2,96.23
2025-10-29,Team C,Grace,112,94.79,218,4.46,1,95.36
2025-03-25,Team A,David,86,91.12,324,4.22,2,92.9
2025-03-31,Team A,Aaron,94,95.12,294,4.69,3,98.26
2025-11-18,Team A,Kevin,67,94.4,413,4.77,3,97.28
2025-07-31,Team A,John,91,93.6,315,4.42,1,95.08
2025-11-27,Team D,Sophia,84,91.1,353,4.17,2,98.05
2025-08-06,Team C,Sarah,78,86.49,260,4.11,2,93.29
2025-01-07,Team A,John,89,90.77,317,4.55,3,94.85
2025-08-05,Team D,Aaron,80,91.75,337,4.5,1,94.2
2025-06-13,Team D,Sarah,75,91.52,303,4.13,1,96.85
2025-08-31,Team A,Olivia,43,89.85,293,4.4,2,95.57
2025-01-02,Team C,Kevin,86,93.26,396,3.99,2,96.74
2025-04-10,Team B,Kevin,93,91.66,269,4.71,2,94.7
2025-06-21,Team C,Amy,82,93.57,324,4.23,2,99.46
2025-02-21,Team A,Lisa,72,97.36,320,4.22,2,95.4
2025-10-13,Team A,Mary,85,93.31,260,4.31,3,97.45
2025-11-29,Team B,David,87,98.33,296,4.17,2,97.09
2025-02-24,Team C,Ryan,86,91.99,300,4.67,4,95.4
2025-02-13,Team B,Grace,86,89.92,295,4.67,2,96.57
2025-10-02,Team A,Daniel,76,94.25,261,5,1,99.31
2025-08-17,Team C,John,76,95.02,291,3.99,2,96.83
2025-10-09,Team A,Chris,90,95.51,286,3.53,1,91.97
2025-05-14,Team B,Grace,42,98.25,300,4.33,1,100
2025-07-05,Team B,Olivia,90,92.6,430,4.57,1,94.4
2025-05-21,Team A,Kevin,81,91.3,274,4.39,3,94.71
2025-05-11,Team C,Rachel,94,88.11,344,4.08,3,97.72
2025-11-29,Team A,Mary,88,92.79,302,4.45,4,92.99
2025-12-17,Team B,Kevin,83,93.73,367,4.56,1,97.02
2025-11-17,Team A,Alex,104,95.37,333,4.11,0,96.65
2025-10-10,Team B,Emma,76,93.07,331,4.23,2,94.9
2025-10-29,Team B,David,94,93.24,318,5,1,98.37
2025-08-08,Team D,Daniel,95,93.34,370,4.56,0,91.93
2025-09-12,Team A,Emma,116,90.56,338,4.18,3,97.33
2025-02-17,Team A,Aaron,103,95.06,241,4.57,0,96.58
2025-03-10,Team D,Lisa,71,91.34,339,5,0,100
2025-11-28,Team A,Ryan,86,93.54,314,4.16,0,96.06
2025-07-07,Team C,Grace,83,91.23,334,4.12,3,93.68
2025-03-01,Team C,Amy,69,92.62,377,4.35,1,95.77
2025-07-05,Team B,Nicole,64,97.01,338,4.72,1,94.87
2025-01-18,Team A,John,86,93.76,351,5,3,94.83
2025-08-10,Team C,Michael,92,92.84,313,5,3,99.67
2025-09-30,Team D,Kevin,58,92.94,303,4.45,2,98
2025-04-11,Team B,Ryan,70,91.93,340,4.3,3,97.73
2025-09-30,Team B,Lisa,77,92.01,331,4.1,2,89.9
2025-11-24,Team D,Rachel,78,88.72,326,4.32,4,94.26
2025-01-15,Team C,Daniel,105,91.04,279,4.42,0,95.6
2025-11-02,Team B,Aaron,71,86.47,293,4.23,4,96.96
2025-11-19,Team A,Jason,74,94.25,306,4.48,1,93.27
2025-11-30,Team D,Kevin,74,93.93,250,4,1,98.02
2025-12-03,Team C,Mary,87,95.95,380,4.12,2,93.21
2025-11-22,Team C,Emma,76,91.82,308,4.39,1,95.94
2025-08-02,Team B,John,86,94.49,234,4.45,3,97.32
2025-04-28,Team A,Lisa,100,92.1,294,5,0,97.65
2025-10-20,Team B,Jason,71,94.81,279,4.32,1,98.66
2025-06-05,Team A,Alex,57,85.75,321,4.1,2,92.33
2025-10-17,Team B,Aaron,97,95.43,263,4.51,2,93.42
2025-12-02,Team C,Lisa,82,92.21,274,4.38,1,98.05
2025-09-15,Team D,Emma,80,91.22,250,4.79,1,100
2025-07-02,Team D,David,102,97.2,399,4.44,2,98.35
2025-10-16,Team B,Lisa,72,93.22,373,4.14,5,94.16
2025-10-05,Team C,Amy,106,90.82,180,4.23,2,98.62
2025-12-18,Team C,Sophia,111,92.63,264,4.01,1,94.88
2025-09-19,Team D,Aaron,81,100,351,4.2,2,95.55
2025-01-12,Team B,Michael,95,100,360,4.15,1,92.41
2025-10-18,Team A,Nicole,80,96.15,344,4.18,3,95.72
2025-04-13,Team D,Jason,86,91.46,214,5,2,92.81
2025-05-21,Team C,Grace,81,87.52,372,4.4,5,93.48
2025-11-29,Team C,Ryan,88,95.7,296,4.41,1,97.83
2025-04-19,Team C,David,115,92.2,380,4.79,1,97.71
2025-07-23,Team D,Olivia,53,92.93,376,4.34,2,95.35
2025-06-15,Team B,Kevin,96,90.64,353,4.23,0,94.92
2025-06-25,Team D,Jason,85,97.82,318,4.49,0,95.13
2025-11-14,Team A,Grace,60,96.91,294,4,2,95.94
2025-04-02,Team B,Nicole,70,93.41,324,4.08,1,97.91
2025-11-27,Team B,Lisa,119,87.87,292,4.24,0,96.25
2025-11-14,Team C,Olivia,75,93.44,273,4.63,6,95.21
2025-11-14,Team C,Michael,99,95.12,379,4.54,4,98.12
2025-07-23,Team A,Lisa,77,100,318,3.98,3,92.84
2025-11-07,Team A,Michael,97,92.23,316,4.61,1,94.63
2025-10-07,Team C,Kevin,87,93.29,341,4.65,0,97.04
2025-11-27,Team C,Ryan,91,90.62,353,4.91,5,96.53
2025-05-04,Team C,Jason,100,91.78,365,4.44,1,95.75
2025-11-22,Team C,Daniel,81,99.83,277,4.56,2,94.94
2025-06-02,Team A,John,67,93.03,223,4.2,2,97.59
2025-04-03,Team D,David,99,93.7,367,3.95,1,99.32
2025-01-06,Team D,Ryan,65,96.78,336,4.89,1,96.42
2025-08-26,Team D,Nicole,85,95,310,5,4,96.08
2025-05-21,Team A,David,93,91.23,227,4.27,3,95.34
2025-10-23,Team A,Nicole,77,93.31,246,3.89,3,95.65
2025-06-04,Team B,Ryan,87,91.75,423,4.52,2,96.48
2025-09-03,Team C,Rachel,56,91.9,310,4.78,5,94.41
2025-07-20,Team D,Kevin,110,90.34,345,3.99,1,92.54
2025-04-02,Team B,Emma,84,95.46,341,4.11,1,94.92
2025-06-03,Team C,Emma,86,92.3,219,4.65,3,98.59
2025-12-19,Team D,Olivia,77,93.79,381,4.56,1,100
2025-08-26,Team A,Michael,127,97.9,239,4.16,2,95.27
2025-02-11,Team B,Rachel,104,95.47,381,4.74,2,94.95
2025-11-04,Team C,Kevin,101,92.13,287,4.65,1,95.95
2025-05-30,Team B,Sophia,53,94.43,279,4.34,4,92.77
2025-07-11,Team B,Lisa,82,97.11,270,4.26,2,98.17
2025-05-05,Team B,John,88,92.48,369,4.23,2,96.68
2025-08-24,Team A,Kevin,74,92.83,400,4.87,0,96.08
2025-01-14,Team D,Sarah,91,88.61,354,4.43,1,92.31
2025-07-23,Team D,Aaron,99,90.31,333,4.39,0,95.45
2025-03-06,Team C,Sarah,51,90.96,243,4.46,2,98.18
2025-11-29,Team A,David,57,92.18,317,4.43,0,94.62
2025-05-19,Team D,Rachel,85,94.72,210,4.57,3,97.05
2025-07-17,Team B,Michael,100,94.71,285,4.4,7,93.87
2025-01-01,Team A,Lisa,85,95.53,321,4.81,3,92.97
2025-11-26,Team B,Kevin,99,91.57,323,3.81,3,97.74
2025-11-22,Team C,Daniel,109,88.74,390,4.53,2,95.34
2025-02-16,Team A,Mary,72,91.61,295,3.92,2,95.63
2025-08-18,Team D,Lisa,57,96.48,325,5,4,95.54
2025-01-31,Team B,Lisa,63,91.74,254,4.64,0,97.38
2025-01-09,Team B,Sophia,75,90.91,272,4.28,4,93.75
2025-08-01,Team D,Nicole,87,96.1,261,4.86,3,93.53
2025-03-29,Team C,Michael,85,87.06,306,4.4,4,99.17
2025-12-18,Team A,Michael,74,95.26,369,4.38,2,96.34
2025-09-03,Team A,Sophia,49,88.88,368,4.82,1,93.58
2025-02-15,Team D,Emma,99,94.2,278,4.24,1,96.78
2025-05-30,Team D,John,72,91.55,362,4.08,1,90.94
2025-04-26,Team A,Chris,104,89.89,267,3.72,3,92.79
2025-03-24,Team A,Chris,65,90.76,286,4.63,1,94.77
2025-10-06,Team C,Amy,82,92.67,384,4.18,5,93.89
2025-05-08,Team A,Rachel,79,95.27,253,4.73,3,95.72
2025-01-25,Team D,Daniel,70,94.22,311,4.59,1,95.87
2025-11-24,Team A,David,63,92.07,225,4.32,3,92.52
2025-12-11,Team D,Chris,115,93.69,297,4.5,1,93.57
2025-12-21,Team C,Michael,84,92.48,321,4.23,2,92.98
2025-08-25,Team D,Daniel,62,95.84,331,4.55,0,98.25
2025-09-11,Team A,Grace,58,89.15,364,4.22,4,94.05
2025-02-06,Team C,Alex,65,91.86,364,4.41,1,97.32
2025-04-19,Team A,Lisa,111,96.12,324,4.25,0,90.89
2025-02-26,Team B,Grace,83,93.52,419,4.26,1,97.22
2025-09-22,Team C,Jason,90,95.58,357,4.29,1,100
2025-06-12,Team C,Emma,72,93.03,372,4.01,1,96.65
2025-05-27,Team C,Chris,103,90.23,370,4.33,3,96.26
2025-11-05,Team D,Emma,72,95.8,374,4.24,1,96.21
2025-03-23,Team D,Sarah,89,88.24,320,4.82,3,95.11
2025-03-30,Team A,Emma,102,99.21,384,3.34,2,96.72
2025-01-08,Team B,Grace,77,95.36,387,4.33,3,96.98
2025-08-19,Team D,Mary,76,90.73,260,4.41,6,95.2
2025-12-08,Team D,Kevin,73,99.67,394,4.63,0,92.12
2025-04-13,Team D,Rachel,54,94.65,437,4.23,5,92.39
2025-08-10,Team C,Jason,89,92.6,327,4.51,3,96.64
2025-03-03,Team A,Sarah,99,91.36,234,4.13,1,95.86
2025-05-08,Team C,David,75,93.63,291,4.85,2,95.22
2025-02-28,Team D,John,104,93.33,323,4.59,3,98.19
2025-05-11,Team A,Aaron,111,86.19,309,4.13,1,96.68
2025-09-30,Team A,Sophia,83,92.35,311,4.95,1,99.01
2025-05-19,Team C,Nicole,80,93.32,304,4.59,1,95.84
2025-03-30,Team D,Chris,95,90.49,335,4.01,3,93.53
2025-05-15,Team D,Nicole,74,94.37,424,4.36,3,97.18
2025-12-27,Team B,Daniel,89,97.43,331,4.24,1,94.01
2025-06-05,Team A,Sophia,96,96.53,326,3.71,2,95.28
2025-01-02,Team B,Sophia,75,87.87,267,4.13,1,97.64
2025-02-23,Team D,Grace,68,93.81,378,3.96,1,97.61
2025-09-11,Team D,Jason,83,93.1,328,4.81,1,93.79
2025-02-19,Team A,Sophia,97,87.29,392,4.03,2,94.82
2025-05-25,Team C,Sarah,60,91.95,317,4.79,2,96.49
2025-08-20,Team C,David,77,94.59,265,4.45,2,93.69
2025-07-03,Team C,Grace,76,91.39,384,4.32,3,95.46
2025-08-07,Team A,Amy,107,94.46,408,4.64,0,93.46
2025-08-01,Team B,Kevin,114,91.63,274,4.4,3,95.09
2025-02-13,Team D,John,86,96.3,300,4.76,2,99.14
2025-03-21,Team C,Amy,83,85.43,312,4.72,1,95.65
2025-08-13,Team B,John,41,94.29,359,4.24,1,94.46
2025-04-07,Team A,Michael,94,89.7,382,4.45,0,96.33
2025-10-09,Team A,Sarah,69,94.53,303,4.01,1,96.51
2025-09-05,Team C,Grace,76,95.54,357,4.2,0,96.21
2025-06-28,Team D,Grace,50,96.68,240,4.77,2,100
2025-05-27,Team A,Chris,82,89.5,292,4.4,2,97.37
2025-10-02,Team B,Nicole,79,95.11,293,4.48,2,96.24
2025-08-11,Team A,Ryan,92,98.88,340,3.96,1,93.11
2025-01-31,Team C,Sophia,103,96,296,4.68,0,94.17
2025-04-26,Team D,Olivia,69,96.18,249,4.27,4,97.89
2025-10-10,Team A,Sophia,102,90.51,408,4.45,0,99.49
2025-01-06,Team A,David,93,93.92,270,4.56,3,96.94
2025-02-07,Team A,Jason,67,88.25,359,4.23,1,95.93
2025-08-17,Team D,Ryan,87,96.28,343,4.14,3,96.5
2025-04-10,Team A,Michael,90,96.02,323,4.45,2,93.89
2025-07-02,Team D,David,92,90.33,248,4.42,2,97.18
2025-09-25,Team D,Ryan,95,90.73,344,4.54,2,97.43
2025-09-19,Team A,Aaron,105,96.06,301,4.66,4,99.08
2025-06-06,Team A,Ryan,92,93.8,312,4.49,3,93.56
2025-11-12,Team B,Lisa,79,94.6,353,4.44,3,97.48
2025-09-27,Team D,Sarah,104,91.2,375,4.4,0,95.56
2025-01-09,Team A,Ryan,65,91.03,281,4.37,3,96.07
2025-01-19,Team A,Lisa,89,93.49,272,4.91,2,94.73
2025-11-27,Team D,Kevin,95,93.68,351,4.07,0,93.73
2025-08-11,Team D,Aaron,90,100,276,4.56,2,94.55
2025-05-17,Team D,Kevin,85,95.99,413,4.62,3,96.29
2025-10-26,Team D,Jason,73,88.68,361,4.15,3,95.49
2025-02-17,Team A,Alex,85,93.07,180,4.75,0,95.97
2025-07-30,Team B,Ryan,95,93.19,301,3.96,3,96.52
2025-03-11,Team B,Sophia,76,90.58,309,4.82,2,98.44
2025-08-19,Team A,Aaron,85,92.52,274,4.43,3,92.87
2025-01-18,Team A,Mary,108,91.16,376,4.35,3,95.24
2025-06-15,Team A,Chris,65,99.72,273,4.12,3,99.05
2025-04-21,Team A,Aaron,65,95.24,322,4.78,0,92.17
2025-08-20,Team A,Daniel,107,88.57,371,4.02,0,93.26
2025-09-21,Team D,Daniel,72,96.51,368,4.49,0,93.06
2025-09-01,Team B,Emma,79,91.84,331,5,3,97.1
2025-04-11,Team D,Amy,76,95.39,330,4.27,4,92.59
2025-12-05,Team C,Ryan,71,91.18,318,4.07,1,93.95
2025-08-23,Team D,Emma,77,97.91,368,4.88,3,95.69
2025-12-17,Team D,Nicole,70,89.57,263,4.16,1,96.55
2025-05-22,Team D,David,84,91.42,304,4.16,2,99.92
2025-08-24,Team A,Sophia,97,93.8,327,4.45,0,94.72
2025-05-11,Team B,Amy,99,94.48,301,4.62,0,100
2025-05-13,Team C,Aaron,73,89.88,341,4.41,2,97.82
2025-12-28,Team A,Chris,91,96.67,303,4.88,2,95
2025-09-21,Team A,Kevin,97,94.71,332,4.74,3,100
2025-07-31,Team A,Grace,75,93.86,326,4.63,2,95.86
2025-03-19,Team D,Michael,85,89.28,350,4.73,2,97.43
2025-01-21,Team B,Rachel,73,89.4,262,5,2,97.23
2025-12-30,Team B,Aaron,92,91.67,305,4.37,2,96.17
2025-01-12,Team C,Michael,95,92.8,358,4.59,1,94.99
2025-03-24,Team A,Sophia,111,96.58,353,4.07,3,95.01
2025-01-04,Team B,Chris,84,91.97,290,3.81,2,97.8
2025-03-28,Team A,Mary,101,93.74,406,4.77,4,94.77
2025-11-22,Team B,Amy,116,88.84,321,4.53,1,95.49
2025-11-17,Team D,Daniel,64,94.8,354,4.55,3,95.75
2025-12-12,Team A,Grace,55,92.99,240,4.2,2,92.33
2025-03-26,Team C,Jason,88,89.13,366,4.62,4,94.59
2025-11-20,Team A,Kevin,72,97.94,308,4.7,1,99.57
2025-07-10,Team C,Chris,91,93.68,237,4.57,2,94.28
2025-06-30,Team C,Mary,112,92.79,396,4.76,1,97.34
2025-05-09,Team D,John,88,91.68,290,4.41,2,97.47
2025-10-20,Team B,Michael,103,90.84,406,4.63,2,98.82
2025-01-01,Team C,Mary,77,93.62,332,4.49,1,96.99
2025-07-30,Team B,Chris,100,90.27,307,4.49,0,95.43
2025-08-15,Team A,Rachel,96,93.84,222,4.18,1,95.34
2025-03-10,Team B,Sarah,102,89.19,302,4.91,3,98.58
2025-08-10,Team B,Nicole,77,91.86,279,4.4,2,93.05
2025-07-30,Team C,Rachel,66,97.27,397,4.66,1,96.29
2025-11-25,Team D,Amy,74,93.93,268,4.24,0,94.75
2025-01-19,Team C,Emma,101,93.85,303,4.39,0,97
2025-02-19,Team D,David,85,96.76,323,4.11,0,97.32
2025-04-16,Team A,Chris,88,90.01,357,4.6,6,94.94
2025-01-09,Team B,David,69,92.68,375,4.61,3,98.8
2025-03-13,Team D,Daniel,100,88.16,260,4.48,0,97.24
2025-04-18,Team A,Olivia,90,97.81,316,4.26,5,98.03
2025-03-21,Team B,David,108,93.31,391,4.32,1,95.57
2025-10-13,Team A,Chris,67,87.22,437,4.09,1,94.08
2025-08-31,Team B,Ryan,92,90.01,297,4.6,3,96.41
2025-10-07,Team C,Aaron,73,95.75,354,4.62,5,99.29
2025-01-14,Team C,Nicole,81,96.38,213,4.5,6,94.63
2025-05-22,Team D,Chris,105,97.2,300,4.67,0,93.86
2025-07-27,Team A,Ryan,90,89.06,300,4.39,2,97.19
2025-10-08,Team B,Sophia,67,94.87,410,4.6,0,98.17
2025-08-31,Team C,Ryan,65,97.61,314,4.49,5,97.73
2025-12-02,Team C,Emma,44,93.78,344,4.48,1,100
2025-01-29,Team B,Ryan,87,92.75,327,4.49,1,92.85
2025-03-17,Team D,Nicole,86,93.27,323,4.11,1,93.53
2025-09-16,Team D,Aaron,68,90.1,358,4.45,1,98.62
2025-06-19,Team C,David,99,92.19,264,3.88,1,95.76
2025-11-28,Team B,David,103,85.82,317,4.28,4,98.87
2025-07-04,Team B,Chris,89,91.33,278,4.71,0,97.06
2025-03-29,Team C,Lisa,90,85.52,295,4.76,1,93.91
2025-01-14,Team B,Sophia,111,87.08,363,4.1,5,94.26
2025-09-17,Team A,David,59,91.82,241,3.95,1,94.09
2025-07-31,Team D,Grace,92,94.24,334,4.34,4,92.99
2025-07-30,Team D,Alex,94,97.49,257,3.89,0,99.3
2025-01-30,Team B,Lisa,84,86.35,261,4.07,5,97.64
2025-03-13,Team B,Sophia,86,97.86,281,4.48,6,95.08
2025-09-03,Team C,Rachel,61,88.14,285,4.56,4,97.11
2025-04-11,Team D,Ryan,81,100,342,4.34,3,96
2025-08-14,Team B,Sarah,93,88.73,328,3.81,0,93.04
2025-08-31,Team D,Olivia,111,94.51,292,4.18,2,93.01
2025-05-15,Team C,Amy,84,100,319,4.31,6,93.85
2025-01-22,Team B,David,93,100,263,3.7,3,96.76
2025-07-11,Team C,Daniel,88,95.55,351,4.69,4,93.5
2025-06-14,Team D,Sarah,101,90.58,293,4,3,93.31
2025-01-13,Team C,Lisa,71,93.14,389,3.57,0,93.93
2025-01-13,Team A,Chris,62,98.42,288,4.37,2,96.46
2025-11-30,Team D,Rachel,72,91.45,255,4.24,1,99.12
2025-06-07,Team D,Nicole,91,91.6,301,4.49,1,94.28
2025-02-23,Team B,Sophia,71,98.54,335,4.17,2,95.37
2025-08-10,Team D,Nicole,101,89.14,265,5,2,97.43
2025-09-30,Team D,Emma,89,88.61,384,3.29,1,96.15
2025-08-20,Team B,Sophia,87,89.55,278,4.69,1,96.9
2025-07-18,Team D,Jason,71,91.71,368,4.79,2,97.92
2025-01-24,Team B,Emma,79,95.11,253,4.75,1,94
2025-01-27,Team B,Grace,58,100,324,4.74,2,96.46
2025-01-05,Team C,Rachel,73,98.83,296,4.39,2,99.82
2025-09-08,Team B,Lisa,102,94.74,345,4.63,1,97.05
2025-06-06,Team C,Grace,80,90.98,257,4.23,2,97.99
2025-08-18,Team B,Sophia,76,87.2,251,4.28,2,93.57
2025-01-09,Team C,Kevin,54,93.94,297,4.11,0,97.01
2025-03-19,Team B,Lisa,52,89,304,4.85,0,97.32
2025-03-30,Team C,David,85,99.53,375,4.49,1,99.23
2025-03-04,Team B,Grace,76,90.91,332,4.33,2,97.73
2025-01-22,Team C,Lisa,72,90.9,234,4.53,1,97.52
2025-03-09,Team B,Rachel,95,88.71,335,4.74,1,94.73
2025-04-17,Team B,Michael,108,94.79,284,4.44,0,92.89
2025-12-15,Team D,John,94,87.21,350,4.66,3,98.68
2025-01-11,Team C,Sophia,70,97.44,244,4.56,1,92.25
2025-11-28,Team A,Ryan,81,98.31,329,5,1,94.04
2025-01-20,Team A,David,60,94.86,285,4.33,0,95.56
2025-07-06,Team B,John,83,88.22,357,4.71,0,97.28
2025-03-09,Team D,Aaron,49,94.06,271,4.45,3,98.12
2025-01-20,Team B,Ryan,78,97.01,226,4.68,2,98.83
2025-10-01,Team B,Amy,77,92.87,387,3.82,4,97.45
2025-03-22,Team A,Grace,58,93.38,333,4.6,4,92.63
2025-11-22,Team B,Ryan,82,94.84,298,4.6,1,97.96
2025-10-17,Team D,Sophia,92,95.36,366,4.22,2,93.8
2025-11-10,Team A,David,100,94.07,300,4.37,0,97.95
2025-04-26,Team D,Sarah,88,93.39,397,4.24,4,93.81
2025-04-03,Team D,Jason,100,99.06,404,4.05,2,97.99
2025-06-09,Team A,Emma,82,92.73,344,4.87,3,97.52
2025-11-04,Team B,Olivia,105,94.17,392,4.36,3,93.77
2025-12-27,Team A,Mary,112,99.08,422,4.06,1,95.98
2025-11-27,Team A,Rachel,75,89.87,336,3.93,0,95.61
2025-09-30,Team D,Alex,92,93.96,334,4.24,1,94.45
2025-01-24,Team D,Daniel,105,97.94,432,4.74,1,95.21
2025-02-03,Team A,Aaron,78,90.82,267,5,2,93.21
2025-09-05,Team D,Nicole,85,89.37,369,4.33,0,96.07
2025-04-20,Team B,Alex,101,96.06,352,4.65,1,96.34
2025-12-21,Team C,Daniel,91,86.98,363,5,3,95.48
2025-10-24,Team A,Rachel,98,93.7,301,4.26,2,96.79
2025-08-24,Team D,Grace,101,96.22,316,4.97,3,95.69
2025-05-04,Team C,Chris,84,96.09,282,4.06,1,94.46
2025-08-03,Team A,Chris,56,90.82,347,4.2,4,98.25
2025-01-16,Team C,Olivia,96,90.22,382,4.51,0,92.38
2025-11-22,Team D,Sarah,86,93.53,355,4.84,2,100
2025-10-04,Team D,Chris,95,96.39,393,4.41,0,95.28
2025-02-05,Team A,Lisa,84,97.77,307,4.68,1,96.91
2025-10-25,Team D,Daniel,111,91.49,378,4.79,2,97.73
2025-03-23,Team C,Michael,67,88.47,323,4.67,1,94.39
2025-03-11,Team B,Emma,93,98.94,297,4.76,1,96.29
2025-06-20,Team C,Sarah,79,95.3,244,3.9,1,94.89
2025-02-22,Team B,Kevin,98,92.05,335,4.53,3,97.67
2025-09-09,Team D,Aaron,93,94.6,351,3.98,3,95.92
2025-02-12,Team C,Olivia,107,91.49,326,4.45,2,96.4
2025-09-11,Team A,Jason,71,83.91,345,3.87,1,93.15
2025-12-22,Team A,Emma,77,93.76,293,4.59,2,95.38
2025-05-14,Team A,Jason,86,95.36,230,4.85,4,96.8
2025-02-26,Team A,Daniel,91,98.2,353,4.33,2,95.53
